,Unnamed: 0,rating,review_id,book_id,user_id,review,review_clean,camel_sentiment,camel_score,gt_sentiment,rating_normalized,sentiment_score,final_score,len_chars,len_words,num_exclam,num_qmark,len_chars_norm,len_words_norm,num_exclam_norm,num_qmark_norm
10,10,1.0,1587071236,10568628,13637412,"عادة ما اواجه صعوبة في التحمس لقراءة كتاب لمؤلف عربي (بالضبط مثل صعوبة مشاهدتي لمسلسل عربي!!) حتى مع وجود فكرة جذابة للحكايه لا يستطيع الكاتب العربي سوى التأثر بقرينه الاجنبي في طريقة نسج الاحداث وركائز بناء الحكاية !!!. منذ الصفحات الاولى لساق البامبو لاحظت التأثر """"الكبير"""" للكاتب برواية حياة باي للكاتب يان مارتل صدرت عام 2002 حيث صدف قراءتي لها قبل شروعي بقراءة رواية السنعوسي مماجعل المقارنه حاضرة وحيه مع كل صفحة بدءا بفكرة الكاتب الرئيسية من حيث اعتماد رواية الاحداث على لسان كاتب اخر ، تشتت البطل بين الاديان واعتماداها عامل اساسي للحوار!! غير ان الحوار في رواية السنعوسي كان فاشل وركيك بكل ماتحمله الكلمة من معنى عجبي على من منح هذه الرواية جائزة البوكر والتي """"بعد قراءتي لهذه الرواية"""" لم اعد اعترف بقراراتها !!!. اهدار لفكرة قصة جيدة في فخ التقليد!!!. اخيرا كل الشكر لسعود السنعوسي  على قتل حماستي للرواية العربية ، فأنا لا اجد نفسي في اي وقت قريب بصحبة كتاب يعود لمؤلف عربي!!!",عادة ما اواجه صعوبة في التحمس لقراءة كتاب لمؤلف عربي بالضبط مثل صعوبة مشاهدتي لمسلسل عربي! حتى مع وجود فكرة جذابة للحكايه لا يستطيع الكاتب العربي سوى التاثر بقرينه الاجنبي في طريقة نسج الاحداث وركائز بناء الحكاية !. منذ الصفحات الاولى لساق البامبو لاحظت التاثر الكبير للكاتب برواية حياة باي للكاتب يان مارتل صدرت عام حيث صدف قراءتي لها قبل شروعي بقراءة رواية السنعوسي مماجعل المقارنه حاضرة وحيه مع كل صفحة بدءا بفكرة الكاتب الرئيسية من حيث اعتماد رواية الاحداث على لسان كاتب اخر ، تشتت البطل بين الاديان واعتماداها عامل اساسي للحوار! غير ان الحوار في رواية السنعوسي كان فاشل وركيك بكل ماتحمله الكلمة من معنى عجبي على من منح هذه الرواية جائزة البوكر والتي بعد قراءتي لهذه الرواية لم اعد اعترف بقراراتها !. اهدار لفكرة قصة جيدة في فخ التقليد!. اخيرا كل الشكر لسعود السنعوسي على قتل حماستي للرواية العربية ، فانا لا اجد نفسي في اي وقت قريب بصحبة كتاب يعود لمؤلف عربي!,-1,0.9523390531539916,-1,0.0,0.0,0.0,864,156.0,16.0,0.0,0.0449450028945844,0.0424192665571975,0.0533333333333333,0.0
11,11,2.0,1586002671,54119646,13637412,رواية جميلة لكن خذلت توقعاتي نسبة للجوائز التي حصلتها,رواية جميلة لكن خذلت توقعاتي نسبة للجوائز التي حصلتها,-1,0.7217461466789246,-1,0.25,0.0,0.625,53,9.0,0.0,0.0,0.0022630387874322,0.0021893814997263,0.0,0.0
12,12,2.0,1567972986,43301353,13637412,لربما جراء الزخم الذي حصلت عليه ظننت أنني سأقرأ رواية عظيمة،وهذا خطئي وخطأ القارئين الآخرين أيضا،فسعادتنا بالكاتب الناشئ الذي يشبهنا لا تسوِّغ لنا تحميل الأمور ما لا تحتمل. الرواية أراها متواضعة فنيًّا وخدمتها القضية لربما . شعرت بالملل في بعض الوقت بسبب الإطالة الا انني اكملت لأعرف النهاية . هي ليست بذلك السوء بالطبع تجربة قرائية جيدة وتبشر بأن الكاتب سيعطي أفضل من ذلك في المستقبل. أعجبني في الرواية جرأتها -التي تشبه التقارير الصحفية- في طرح المشكلة وتحليلها والبحث ورائها دون انحياز لبيئة الكاتب .,لربما جراء الزخم الذي حصلت عليه ظننت انني ساقرا رواية عظيمة،وهذا خطئي وخطا القارئين الاخرين ايضا،فسعادتنا بالكاتب الناشئ الذي يشبهنا لا تسوغ لنا تحميل الامور ما لا تحتمل. الرواية اراها متواضعة فنيا وخدمتها القضية لربما . شعرت بالملل في بعض الوقت بسبب الاطالة الا انني اكملت لاعرف النهاية . هي ليست بذلك السوء بالطبع تجربة قرائية جيدة وتبشر بان الكاتب سيعطي افضل من ذلك في المستقبل. اعجبني في الرواية جراتها التي تشبه التقارير الصحفية في طرح المشكلة وتحليلها والبحث ورائها دون انحياز لبيئة الكاتب .,-1,0.8270226120948792,-1,0.25,0.0,0.625,497,85.0,0.0,0.0,0.0256302299878953,0.0229885057471264,0.0,0.0
13,13,1.0,1565434794,35703145,13637412,على فكره ساق البامبو معجبنيش خالص ماشية على وتيرة واحده مفيهاش تغير ولا صعود ولا هبوط فى الأحداث . وبالرغم من محاولاته لإبداء النهايه سعيده فى أنه راضى بحاله إلا أنها احبطتنى. واكتر جزء زعلت منه موضوع تشتت الأديان اللى كان فيه حسسنى أن الدين حاجه كدة ممكن تتغير ومش كبنيه على قناعات حتى هو محاولة يبحث عن الدين الحق شوية مسيحى وشويه بوذى وشويه مسلم . وفى الاخر منتظر أن الناس هى اللى تعرفه على الدين الصحيح وهو حيمشى وارهم. نرفزنى جدا انه سلبى سايب حياه للناس تعمل فيها اللى هما عاوزينه,على فكره ساق البامبو معجبنيش خالص ماشية على وتيرة واحده مفيهاش تغير ولا صعود ولا هبوط فى الاحداث . وبالرغم من محاولاته لابداء النهايه سعيده فى انه راضى بحاله الا انها احبطتنى. واكتر جزء زعلت منه موضوع تشتت الاديان اللى كان فيه حسسنى ان الدين حاجه كدة ممكن تتغير ومش كبنيه على قناعات حتى هو محاولة يبحث عن الدين الحق شوية مسيحى وشويه بوذى وشويه مسلم . وفى الاخر منتظر ان الناس هى اللى تعرفه على الدين الصحيح وهو حيمشى وارهم. نرفزنى جدا انه سلبى سايب حياه للناس تعمل فيها اللى هما عاوزينه,-1,0.9939343333244324,-1,0.0,0.0,0.0,486,93.0,0.0,0.0,0.0250513130887848,0.0251778872468527,0.0,0.0
14,14,1.0,1555183955,3531061,13637412,لم أستطع إكمالها إلى النهاية. مملة ، و سخيفة .,لم استطع اكمالها الى النهاية. مملة ، و سخيفة .,-1,0.9786054491996764,-1,0.0,0.0,0.0,46,10.0,0.0,0.0,0.0018946371243618,0.0024630541871921,0.0,0.0
15,15,2.0,1539743732,14610423,13637412,عاديه جدا مفهاش حاجة مثيرة للاهتمام و للضجة دي,عاديه جدا مفهاش حاجة مثيرة للاهتمام و للضجة دي,-1,0.9100486040115356,-1,0.25,0.0,0.625,46,9.0,0.0,0.0,0.0018946371243618,0.0021893814997263,0.0,0.0
16,16,2.0,1530551266,26173014,13637412,اشتريت الرواية بناء على المدح الماثل في هذا الموقع والذي غشني مرتين هذه إحداها. لكن لا بأس لأن هذا الجيش من مدّاحي البلاط الأدبي ربّحني مرات أُخر . التقييم . نجمتين للجزء الخاص بالحياة في الفلبين . سأقسم الرواية أقساما وفي كل قسم أهمس في أذنه همسات . 1. لغة الرواية . بسيطة سطحية ربما فيها صورا قليلة جميلة لكن الشكل العام للغة خرج في قالب الروايات المترجمة الركيكة ولا ينفع الكاتب قوله أنه تعمد جعلها بهذا الشكل المترجم فهناك روايات عالمية كثيرة تُرجمت للعربية وحملت الروح الأصل بثوب عربي جميل لائق بلغة الضاد فضعف اللغة راجع لضعف الكاتب لا بسبب تصويرها مترجمة . 2. هل الرواية عرضت المشكلة جيدا؟ هل قدمت حلول؟ . عرضت الرواية لمشكلة ابن الخدامة الفلبيني ولمّحت لمشاكل البدون لكن دون حلول ولا عمق في العرض وإنما شاب ضعيف النفس كان يمكن أن يتزوج من فتاة بدلا عن حبيبته إرضاء لوالدته لكنه ارتضى الزواج بالخادمة التي لم يكن مغرما بها وإنما أرادها في الحرام ولما لم تمكنه تزوجها بعقد عرفي ثم ذهب ليقضي نهمته على قارب هكذا الأنانية تتصور في هذا الشاب الذي لم يفكر إلا بنفسه كان قويا ليأخذ هذا القرار الذي يمكنه من قضاء وطره للتتوقف شجاعته عند هذا الحد. 3. مابين حياة الفلبين وحياة الخليج . أفضل مافي الرواية هو الجزء الذي عرض الحياة في الفلبين ويبدو أن هذه الصورة واضحة وجميلة في ذهن الكاتب ومع أني لا أعرف شيئا عن حياة الفلبين إلا أن الكاتب جعلني أعيشها ورغم علمي بحياة الخليج فأجزم أن الكاتب لم يشعر بهذه الحياة لهذا لم يُحسن التعبير عنها. في الجزء الفلبيني أدهشتني حكاية الأناناس وحكاية منذوزا وحرب الدِّيكة وحكاية تشاننغ وميرلا والعيش على كد أجساد نساء البيت ورغم ضعف اللغة العام في الرواية إلا أن الجزء الفلبيني أخفى هذا العيب فلم يظهر في بداية الرواية فيظن القارئ أن الأمر سيكون هكذا حتى النهاية .أما ما يخص بالجزء الكويتي فهو مبتور ناقص كأني أنظر من خلف ستارة في نافذة من مكان واحد بعيد في منتصف الليل! حتى في قصصه وعرضها شيء لا أعرف ما أسميه؟ كأني أنظر لفلم كرتوني للأطفال. 4. الترميز . قد يكون في الرواية بعض الترميز هو الذي أخل بالإيضاح لكن أين هذا الترميز في الجانب الفلبيني. 5. الجانب الديني . لا أدري هل العرض الذي عرضه الكاتب موافق عليه أم هو يصوّر هذا الابن الفلبيني النصراني الذي لا يمكن أن يتصور الإسلام وهو منبوذ في أهله فطبيعي أن لا يفكر به أو أن لا يشعر بالفرق بين الشرك والإسلام الكفر والتوحيد بوذي نصراني مسلم يهودي كله يصلح .أتمنى أن تكون الثانية لا الأولى لأنها لو كانت الأولى فإن الكاتب يرى كل الأديان صالحة لأنها كلها تتجه للإله المعبود في الأذهان فاعبده نصرانيا أو بوذيا أو إسلاميا أو يهوديا المهم في النهاية أن تتوجه مشاعرك لهذا الإله المتخيّل في الذهن. واعبده كيف شئت لا تحتاج نبي يفصل لك كيف تصلي لا حاجة لنبي البتة اختر النبي الذي تريد واعبد كما تشاء. 6. الدهشة والملل . في الجزء الفلبيني رغم التمطيط وضعف اللغة لكن كانت الدهشة والترقب موجودة ولما انتقلت الأحداث للكويت ظهرت العيوب لهذا أغلب الردود التي تحدثت عن الملل والطول فهي في الجانب الكويتي عرض سطحي وتمطيط بلا حاجة . 7. طريقة الشرح أو التوضيح . هذا من عيوب الرواية طريقة العرض أشبه بطفل يتحدث أو فلبيني يصف قد أقبل إن قال الكاتب أنه تعمد هذا حتى يعطي الانطباع أن هوزيه هو الذي يحكي لكن في الحقيقة الرواية كلها بهذا الشكل فمنشأ الضعف من الكاتب نفسه ماذنب القارئ بتحمل كل تلك الصفحات من هذا الشكل! كان يكفي سطورا في كل مرحلة لتعطي الانطباع أما أحداثا بأكملها.مثلا في سبب انتكاس العلم الكويتي في طريقة الرقص هناك ضعف أدبي كبير وملل شديد كان يمكن أن يتخلص منه الكاتب فتتناقص أوراق هذه الرواية للنصف أو للربع. بهذه الطريقة تزيد آلاف الصفحات في المط والحشو لو كانت الكتابة بلغة رفيعة لما أستطاع هؤلاء إخراج وريقات قليلة. 8. مدة القراءة. كانت الرواية شيقة في النصف الأول الفلبيني فكنت أقرأ في الليلة 20 إلى 40 صفحة ثم أصبحت لا أكمل ثلاث ورقات وأنتقل لكتاب آخر وفي الأخير تجاوزت الصفحات لأصل للخاتمة. 9. الشخصيات. هناك فارق واضح بين الشخصيات الفلبينية والشخصيات الكويتية وسرى هذا الفارق حتى في الكويت بين الخدم وأصحاب البيت . كيف هي صورة مندوزا وآيدا وجوزفين وهوزيه وميرلا؟ بالمقابل كيف هي شخصيات الجدة ونورية وعواطف وهند وخولة؟ أجحف الكاتب في المقابلة بين الصورتين ربما كان السبب منه لأنه يعرف جيدا الجزء الفلبيني لكن الكويت مجهولة بالنسبة له وقد يكون هذا متعمدا لكنه حقيقة لا يخدم الرواية إلا لو كانت الرواية مقصودة لأهل الفلبيين خاصة فهذا أمر آخر. 10. لو وضعت هذه الرواية مقابل ورقة ونصف من كتاب النظرات للمنفلوطي رحمه الله في أي قصة له لسقطت ساق البامبو صريعة في ثانية! قرابة 400 صفحة تسقطها ورقة من النظرات أعني من الجانب اللغوي ولا أتقصد من خلف هذا المقارنة البحتة نسف الرواية وإنما أوضح عظم جناية الروايات الحديثة على ذائقة الجيل الجديد . أختم . في ظني أن الكاتب أحسن في جوانب لكن أضعفه جانب اللغة وجانب العمق (كان عميقا في الجزء الفلبيني فقط). ربما أن الكاتب يحتاج فت خبز كتير كما يقول أهل الشام ليشرب القارئ عصير خبرته الطويلة .,اشتريت الرواية بناء على المدح الماثل في هذا الموقع والذي غشني مرتين هذه احداها. لكن لا باس لان هذا الجيش من مداحي البلاط الادبي ربحني مرات اخر . التقييم . نجمتين للجزء الخاص بالحياة في الفلبين . ساقسم الرواية اقساما وفي كل قسم اهمس في اذنه همسات . . لغة الرواية . بسيطة سطحية ربما فيها صورا قليلة جميلة لكن الشكل العام للغة خرج في قالب الروايات المترجمة الركيكة ولا ينفع الكاتب قوله انه تعمد جعلها بهذا الشكل المترجم فهناك روايات عالمية كثيرة ترجمت للعربية وحملت الروح الاصل بثوب عربي جميل لائق بلغة الضاد فضعف اللغة راجع لضعف الكاتب لا بسبب تصويرها مترجمة . . هل الرواية عرضت المشكلة جيدا؟ هل قدمت حلول؟ . عرضت الرواية لمشكلة ابن الخدامة الفلبيني ولمحت لمشاكل البدون لكن دون حلول ولا عمق في العرض وانما شاب ضعيف النفس كان يمكن ان يتزوج من فتاة بدلا عن حبيبته ارضاء لوالدته لكنه ارتضى الزواج بالخادمة التي لم يكن مغرما بها وانما ارادها في الحرام ولما لم تمكنه تزوجها بعقد عرفي ثم ذهب ليقضي نهمته على قارب هكذا الانانية تتصور في هذا الشاب الذي لم يفكر الا بنفسه كان قويا لياخذ هذا القرار الذي يمكنه من قضاء وطره للتتوقف شجاعته عند هذا الحد. . مابين حياة الفلبين وحياة الخليج . افضل مافي الرواية هو الجزء الذي عرض الحياة في الفلبين ويبدو ان هذه الصورة واضحة وجميلة في ذهن الكاتب ومع اني لا اعرف شيئا عن حياة الفلبين الا ان الكاتب جعلني اعيشها ورغم علمي بحياة الخليج فاجزم ان الكاتب لم يشعر بهذه الحياة لهذا لم يحسن التعبير عنها. في الجزء الفلبيني ادهشتني حكاية الاناناس وحكاية منذوزا وحرب الديكة وحكاية تشاننغ وميرلا والعيش على كد اجساد نساء البيت ورغم ضعف اللغة العام في الرواية الا ان الجزء الفلبيني اخفى هذا العيب فلم يظهر في بداية الرواية فيظن القارئ ان الامر سيكون هكذا حتى النهاية .اما ما يخص بالجزء الكويتي فهو مبتور ناقص كاني انظر من خلف ستارة في نافذة من مكان واحد بعيد في منتصف الليل! حتى في قصصه وعرضها شيء لا اعرف ما اسميه؟ كاني انظر لفلم كرتوني للاطفال. . الترميز . قد يكون في الرواية بعض الترميز هو الذي اخل بالايضاح لكن اين هذا الترميز في الجانب الفلبيني. . الجانب الديني . لا ادري هل العرض الذي عرضه الكاتب موافق عليه ام هو يصور هذا الابن الفلبيني النصراني الذي لا يمكن ان يتصور الاسلام وهو منبوذ في اهله فطبيعي ان لا يفكر به او ان لا يشعر بالفرق بين الشرك والاسلام الكفر والتوحيد بوذي نصراني مسلم يهودي كله يصلح .اتمنى ان تكون الثانية لا الاولى لانها لو كانت الاولى فان الكاتب يرى كل الاديان صالحة لانها كلها تتجه للاله المعبود في الاذهان فاعبده نصرانيا او بوذيا او اسلاميا او يهوديا المهم في النهاية ان تتوجه مشاعرك لهذا الاله المتخيل في الذهن. واعبده كيف شئت لا تحتاج نبي يفصل لك كيف تصلي لا حاجة لنبي البتة اختر النبي الذي تريد واعبد كما تشاء. . الدهشة والملل . في الجزء الفلبيني رغم التمطيط وضعف اللغة لكن كانت الدهشة والترقب موجودة ولما انتقلت الاحداث للكويت ظهرت العيوب لهذا اغلب الردود التي تحدثت عن الملل والطول فهي في الجانب الكويتي عرض سطحي وتمطيط بلا حاجة . . طريقة الشرح او التوضيح . هذا من عيوب الرواية طريقة العرض اشبه بطفل يتحدث او فلبيني يصف قد اقبل ان قال الكاتب انه تعمد هذا حتى يعطي الانطباع ان هوزيه هو الذي يحكي لكن في الحقيقة الرواية كلها بهذا الشكل فمنشا الضعف من الكاتب نفسه ماذنب القارئ بتحمل كل تلك الصفحات من هذا الشكل! كان يكفي سطورا في كل مرحلة لتعطي الانطباع اما احداثا باكملها.مثلا في سبب انتكاس العلم الكويتي في طريقة الرقص هناك ضعف ادبي كبير وملل شديد كان يمكن ان يتخلص منه الكاتب فتتناقص اوراق هذه الرواية للنصف او للربع. بهذه الطريقة تزيد الاف الصفحات في المط والحشو لو كانت الكتابة بلغة رفيعة لما استطاع هؤلاء اخراج وريقات قليلة. . مدة القراءة. كانت الرواية شيقة في النصف الاول الفلبيني فكنت اقرا في الليلة الى صفحة ثم اصبحت لا اكمل ثلاث ورقات وانتقل لكتاب اخر وفي الاخير تجاوزت الصفحات لاصل للخاتمة. . الشخصيات. هناك فارق واضح بين الشخصيات الفلبينية والشخصيات الكويتية وسرى هذا الفارق حتى في الكويت بين الخدم واصحاب البيت . كيف هي صورة مندوزا وايدا وجوزفين وهوزيه وميرلا؟ بالمقابل كيف هي شخصيات الجدة ونورية وعواطف وهند وخولة؟ اجحف الكاتب في المقابلة بين الصورتين ربما كان السبب منه لانه يعرف جيدا الجزء الفلبيني لكن الكويت مجهولة بالنسبة له وقد يكون هذا متعمدا لكنه حقيقة لا يخدم الرواية الا لو كانت الرواية مقصودة لاهل الفلبيين خاصة فهذا امر اخر. . لو وضعت هذه الرواية مقابل ورقة ونصف من كتاب النظرات للمنفلوطي رحمه الله في اي قصة له لسقطت ساق البامبو صريعة في ثانية! قرابة صفحة تسقطها ورقة من النظرات اعني من الجانب اللغوي ولا اتقصد من خلف هذا المقارنة البحتة نسف الرواية وانما اوضح عظم جناية الروايات الحديثة على ذائقة الجيل الجديد . اختم . في ظني ان الكاتب احسن في جوانب لكن اضعفه جانب اللغة وجانب العمق كان عميقا في الجزء الفلبيني فقط . ربما ان الكاتب يحتاج فت خبز كتير كما يقول اهل الشام ليشرب القارئ عصير خبرته الطويلة .,-1,0.835802435874939,-1,0.25,0.0,0.625,4380,820.0,3.0,0.0,0.2299878953739277,0.2241379310344827,0.01,0.0
17,17,2.0,1529707625,15454542,13637412,رواية ممتعة لكن من الممكن ان تكون اعمق، إذ أن النقد خجول جداً وعابر!,رواية ممتعة لكن من الممكن ان تكون اعمق، اذ ان النقد خجول جدا وعابر!,1,0.731500506401062,-1,0.25,0.731500506401062,2.453751266002655,67,14.0,1.0,0.0,0.0029998421135729,0.0035577449370552,0.0033333333333333,0.0
18,18,2.0,1521800837,44019710,13637412,لمست نوعاً من الاستخفاف بالقارئ ، لايعجبني هذا النوع من الكُتّاب,لمست نوعا من الاستخفاف بالقارئ ، لايعجبني هذا النوع من الكتاب,-1,0.9297313690185548,-1,0.25,0.0,0.625,61,11.0,0.0,0.0,0.0026840692595126,0.0027367268746579,0.0,0.0
19,19,2.0,1509144883,51188274,13637412,بكل بساطة ماحبيتها,بكل بساطة ماحبيتها,-1,0.5909876227378845,-1,0.25,0.0,0.625,18,3.0,0.0,0.0,0.0004210304720804,0.0005473453749315,0.0,0.0
